"","FTD_E14-123","Control_E08-101","FTD_E15-66","AD_OS-140909","FTD_OS-150716","FTD_E07-70","FTD_E17-17","FTD_E08-24","FTD_E08-133","AD_E05-87","AD_E12-29","AD_E04-186","AD_E12-06","AD_E13-116","FTD_OS98-06","Control_OS03-390","Control_E06-41","Control_E14-06","Control_E05-130","Control_OS02-35","AD_E06-155","Control_E05-74","Control_E16-45","AD_E11-139"
"RNASEL - mRNA",7.43567996713639,6.54983085128238,7.78525983405672,7.47204344117194,7.68775429195746,7.33727378956181,7.12394234111096,7.23302465534566,7.30983511197594,7.026229077843,7.43951056639541,7.30711957384696,7.39792069441443,7.48439487152582,7.67159025928468,7.70426480025642,6.21064511293604,7.468525651774,7.22484995965269,6.68843041159472,6.57610017400273,7.25707623083177,7.05645329741316,7.16089660568794
"TRIM17 - mRNA",7.93317962660721,6.79494334911891,6.68752303236092,7.13500845389437,6.81945997116928,6.55450450578248,7.23536362377938,7.22188409774046,7.38956230444668,7.51899788035441,8.47328130305065,8.4757616094058,8.25249025489287,7.8309526329219,7.05169396845413,7.48584128112292,6.85807170060385,6.91810156975732,6.29581648100684,6.30800666739721,6.89802826889009,7.6676263391183,7.23653491389164,6.88843718706488
"ABCC8 - mRNA",8.07613758044925,6.70183394472743,6.40548766459707,6.75057894054593,6.96661366495293,6.87332668980202,7.75383071271363,6.7184514825159,7.08880823266372,7.20072680907514,7.88646324575102,7.57015397968076,7.89459666271763,6.98745711860189,8.48386738004701,7.77408624975399,7.17836870991229,6.96390525937044,6.28422850673163,6.50530810777083,6.51469962933858,7.67435220230661,7.22915538352604,6.44612675763593
"ADRB1 - mRNA",8.27895446344894,9.4673686910904,7.05458050273795,6.73952375203693,6.8386961900322,6.39038512602137,7.03713751357369,7.08102156190061,7.52282883531014,7.38879915722771,8.19158305295182,8.79254640101721,8.05358618647879,7.66384264708664,7.47993096548784,7.61195005027274,6.41283396354931,6.34241688262417,6.99536811352993,5.98918448337767,6.53545818950538,6.75904936688189,7.00552936225048,6.94408521661479
"IL34 - mRNA",6.51814212732837,8.16126556336472,7.05458050273795,6.87702727578687,6.8386961900322,6.49107912564085,6.883891253278,6.55050684520183,6.8727713063671,6.70430098295564,7.08882347852662,7.23615305249282,6.96298363769788,6.26835794522919,5.21215864064738,6.41475818306144,6.2233561646856,6.65320441990633,6.3744263157032,6.00461452394728,6.77249738680623,7.68771058516163,7.06476856562516,6.40138844287064
"ISLR2 - mRNA",7.43567996713639,7.34953220079654,6.93474073273194,6.75057894054593,7.04323494655585,6.44161044937655,7.00319018165035,6.56820884693529,6.96934456606215,7.1161145813602,6.82385126845134,7.54100763402124,6.96298363769788,6.88984632197546,6.2310176678987,6.49964708064795,5.69424689869796,6.46215612689827,6.48990353312314,5.89296916811837,6.84080340019714,7.41801244904683,7.01414249255519,6.48951935314931
"AMIGO2 - mRNA",7.20619812101363,6.4673686910904,8.22218045123402,6.76155005836693,7.90407219888422,7.77023319683792,7.33879321343479,7.45858435576079,6.97968651028361,6.40474070109673,6.48436480217967,7.42879813043522,6.456023648978,7.24599013220074,6.90674563254304,7.00457008344399,6.57037524053579,6.89936500717573,9.27401211068849,6.27020463468483,6.61562853818936,8.15977902947686,5.96167507266106,5.95186256720651
"FOS - mRNA",7.25510772149457,10.4459950402978,7.45385068615847,7.04807281712309,7.96223522444236,7.43319820956035,5.48534187678773,7.55938499654828,7.11719003403355,6.6518335630615,7.18253791334882,7.04177500732597,7.25249025489286,7.0273498457254,7.45608422353347,6.80776937601028,6.86619958148725,8.73737418727564,7.5732061798177,6.73542789113189,6.3719594572225,7.69434367749408,5.20678757049759,5.88843718706488
"CXCL8 - mRNA",6.51814212732837,8.06172988981381,7.91184033062186,6.75057894054593,6.94014145359174,6.82270061673205,5.80726997167509,8.19934152908937,6.57832394790184,5.48190856161919,5.93574414852223,5.58926280262846,7.31662059231258,5.8309526329219,4.54919362792495,7.30110140126587,11.5666392996283,9.08906039069273,5.30731211984467,5.771953767157,5.89802826889009,6.72057521906726,4.479806064904,5.43507156912693
"MS4A4A - mRNA",8.68806712877068,6.221208103821,8.14572839079614,8.35378055955213,9.10013733779032,8.4991614719387,7.59576586648138,7.78051245064815,6.80459980372552,7.20072680907514,7.27904589420216,7.85703512746892,7.11498673114293,7.24599013220074,6.40717462305252,7.38531440516895,7.43486026987931,7.32145726398853,6.03047191448584,7.92575910323604,6.12042069022654,5.48074820439479,5.40318478330109,6.07091523885027
"IL18 - mRNA",8.57703581638194,6.62783336328365,9.18207023785986,8.82568039578664,9.5703973413193,8.37728946840969,7.50164368911683,8.58134424912442,7.02032849478096,7.2892634836768,7.52070664924339,8.47061830612985,8.19678082230658,7.48439487152582,6.07275558398196,5.82979568234028,6.64785399321351,7.66988316105297,6.03047191448584,7.11536158945481,6.54572652495921,5.808802402079,5.90722728863868,5.85564725194721
"C3AR1 - mRNA",8.59614463932964,6.28679644544858,8.10087415501188,8.0921953703554,8.61151870613037,8.24416438517033,7.26431499747551,7.61153627859939,6.24272091611741,7.01588713362154,7.40103641858077,7.89592414086252,7.66752775417171,7.88261475274439,5.32178313182188,5.33999041465946,6.63839366396444,7.05136810062078,7.03047191448584,6.83372996474369,6.96076402423805,5.48074820439479,5.70928791102677,6.46798619159967
"C1QA - mRNA",8.6336193447483,7.00439671474786,8.65341517804066,7.86690305851316,9.22964807078673,8.0265729500977,7.25472894864631,7.7184514825159,6.29334698918737,7.37267949186443,7.30428318570118,8.06243447789206,7.47488267622931,7.94642985034183,5.91842743759067,6.24483318161912,6.44574858602205,6.67540016602053,7.2308990043255,7.62993476228457,7.09267569974363,5.88035566310403,5.66621918913489,6.65110849542356
"CFI - mRNA",8.97757374596566,6.83933746847736,9.2406767948514,7.61802274698922,8.17393863820044,8.13428676739795,7.40094968949736,8.23302465534566,6.8947976126971,6.51165590501324,6.24469438941138,7.16151425160007,7.11498673114293,7.60354213681882,5.35654854998256,7.07080378184408,6.2852839138288,5.42333687800774,6.22484995965269,7.14351262976896,5.70995592073752,5.24808744760452,6.09755850074283,5.71648450427558
"CSF3R - mRNA",7.67014522077342,7.02376203961479,8.21284258665468,7.33920775846485,7.97966981777838,7.6519703152181,8.18072836720254,7.82536668643241,6.67058245575383,7.14487357434162,7.19158305295182,7.60812182987978,7.73165809159142,7.61231234644656,6.63665646917529,6.81882456451928,6.32120348808374,5.85143053011203,5.66988219922938,6.35691626787816,6.57610017400273,5.62659907085825,5.11367816610611,6.37848804076057
"SLC2A5 - mRNA",8.96292697000126,7.39485619130603,8.02820508731365,7.44507639357168,8.619882179065,7.54672715519076,7.51776335448011,6.95212382871835,6.04022805221866,6.54080225067276,7.20950496094908,7.92629778990603,7.54794613841904,7.54061088109237,7.39049588190589,6.40011140709704,7.41283396354931,6.19656601616072,6.50994128635969,7.54805775523016,6.78987946503447,5.808802402079,5.7511080867214,5.90455685242815
"TLR2 - mRNA",8.51814212732837,7.23788684496764,7.99045016531823,7.80461878025882,8.99260887348588,7.70184622185767,7.44376277303633,7.48678124759144,6.8727713063671,7.27198549224496,7.63120619050894,7.55078865481383,7.97628046031134,7.73784322853041,7.41544223903612,6.52686854938297,6.85807170060385,5.90876370517798,6.41749503759509,7.50530810777083,6.71905812784477,5.41801244904683,5.23653491389164,6.33156699337307
"LYZ - mRNA",8.04865684402715,7.80617060454216,7.05458050273795,7.14342069371057,8.5041732964433,7.75005531490029,7.52575614523364,6.97884116709413,7.75729408894716,6.61119157856416,7.78851819533905,6.84912992938357,6.29555897678475,7.0273498457254,4.42366274584109,6.93514868248651,6.11838660508405,6.68637128384153,6.33003219634475,7.53217471362351,6.86560679119771,4.44972130877417,5.40318478330109,6.34344109366137
"ADORA3 - mRNA",7.99207331566078,6.31850530517592,7.31237826020559,8.04358542613078,8.4644775953614,8.72270482675533,6.94477349542503,6.6863902732836,6.13580571220089,7.31479857578393,7.39321691412147,8.27797322818745,7.51187688371151,7.62969442467479,5.09351414414876,5.07080378184408,6.2852839138288,6.18113597559111,6.69635441059057,5.89296916811837,7.08565527206586,5.88035566310403,5.32226478791752,5.95186256720651
"C1QB - mRNA",7.74053454866482,6.34953220079654,7.69424889554924,7.46534878859794,9.13362118301295,7.43319820956035,6.89627497773384,7.06863783744477,5.68329350750339,7.19156680978966,6.8121694634037,7.67225216729949,7.1388334730973,7.45544349782969,4.54919362792495,5.42925775275655,6.06289149249235,5.96390525937044,6.80576562731115,8.18811793189013,7.16106267472388,5.38559097135445,5.01414249255519,6.04206037617809
"MSR1 - mRNA",8.70576913050414,6.52286380368211,7.13588060483979,8.03908403389584,8.08813148453017,7.81624559459475,7.14485133087394,7.06863783744477,5.75729408894716,6.70430098295564,6.48436480217967,7.49108240868956,7.33737915247938,7.60354213681882,6.578940971319,5.99485492861078,6.42388915205831,6.57271450204597,6.95208401580113,7.8294040393409,6.96076402423805,4.73351427477476,5.34974552433963,5.27068475122605
"ENTPD2 - mRNA",8.27895446344894,6.96486835056122,8.9204706357653,7.47204344117194,6.7500385702118,8.90408894357271,8.72634997629152,9.72240949608458,8.30573071364321,6.62486651546124,6.31259845391319,7.35256254460813,7.80800897772154,7.14080789550868,6.53408673553474,6.54028906514529,6.11838660508405,5.92737938334533,4.33003219634475,6.41580995693172,5.23906518672515,5.88035566310403,5.7303495265546,4.90455685242815
"GPR17 - mRNA",7.20619812101363,6.2543749677562,7.31237826020559,6.97454378170113,6.15488030238476,7.65920188444917,7.27383777159402,7.75755130220484,7.79877072492332,6.35637767953533,6.22720696268254,7.49108240868956,8.0282750979496,7.32280572925157,5.13415612864611,6.55358588775875,6.26083087010426,6.24189000667021,5.55885088684063,4.30800666739721,6.99863220982849,7.44972130877417,5.96167507266106,5.73463185098584
"GDPD2 - mRNA",7.15557204794366,5.43879953889363,7.53101854668093,6.4853402637854,6.77021645214943,8.18025262135014,7.0919994486082,7.81798715606681,6.94843557629917,6.46680166922898,6.39321691412147,7.14869021124248,7.18537605903433,7.10397112732831,5.60808731697852,6.37036406370298,5.63839366396444,5.44933208654068,4.72234961912351,5.45002567226964,4.21353009461802,6.07590647222184,6.25118168985604,4.83896851080058
"NOSTRIN - mRNA",7.80764874452335,7.4673686910904,6.632556573143,6.4314014566746,5.8482189641507,7.41622513095663,7.87140030909481,8.40541369673945,7.36610333162269,6.95222849639923,6.40881376917249,6.7163747205318,7.41754950116336,6.97391058676394,6.93001541186588,6.79662881840508,6.79134558680304,6.2858333542578,5.08491969850822,6.03498817299079,5.86560679119771,6.1356127183461,6.03121600591413,4.93626571215549
"GAL3ST1 - mRNA",7.70576913050414,6.86103253957668,6.61848138793127,6.63601917628307,6.28679197789034,7.30996644356607,6.99169454281252,6.99201655584186,6.61858781811557,7.26326827514385,6.54208030003596,6.38572940854333,7.92234165320053,7.97391058676394,7.7586469935539,6.96531065299676,5.89826079071955,6.10140878312038,6.11139190986941,6.33266872163148,7.04279979310406,7.05544236966212,6.83127843540538,5.99766625681963
"GJB1 - mRNA",7.20619812101363,6.2543749677562,7.02287164301061,6.86690305851316,6.9490196049382,7.44997392231117,7.0919994486082,6.95212382871835,6.70838448846622,7.08677061977805,5.72763595319203,5.34133528918488,7.29555897678475,7.86069997631595,7.22161896989645,5.71613890054471,6.2731091998827,6.39686466664655,5.47977931584943,6.63985023114966,7.06438665531221,5.94852716574561,6.74076614249994,5.66063126954206
"CLEC7A - mRNA",8.02064246785755,6.221208103821,7.03351888721012,7.58134208366276,7.97533088205404,8.05426468396675,8.09737262070706,7.26593927781839,6.20795549795673,7.00547051767621,6.74001967764787,7.26019852645947,7.49349835439666,7.01417445697767,5.66467084534489,5.76268148648174,6.64785399321351,6.72944000573342,4.94474204045996,7.26380686348667,6.51469962933858,5.44972130877417,5.86975258322002,5.62215712172743
"SLCO2B1 - mRNA",7.80764874452335,6.72568068668179,6.77894606012452,7.10086023148253,7.30073116884821,7.62267600842406,7.78746149059491,7.29811968356754,6.55084321147974,6.76731078048144,6.09847364856034,6.69888729380296,7.06607713066198,6.93249065938396,5.82221212233137,6.08918231115893,6.06289149249235,5.94575791266018,5.57795970978834,6.40422198265651,6.18753488608507,6.24808744760452,5.85064376027231,5.319594351707
"P2RY13 - mRNA",7.87177908194307,6.65292434424648,6.70094354812325,7.00255815787072,6.93120832882173,7.53104553295849,7.76061987837627,7.19934152908937,6.49425968311337,6.2188741557854,6.36150805439414,6.78427878503361,7.63436089023651,6.97391058676394,5.71911862936726,5.87286440423217,6.40169340594411,7.24189000667021,5.72234961912351,6.75380642044674,6.25166522350479,5.75904936688189,6.40318478330109,6.07091523885027
"IL10RA - mRNA",7.84007022221573,6.60229827117651,7.2406767948514,6.75057894054593,8.03491967834384,7.95198363367702,7.58815268237151,6.96554434448067,6.32613692430504,7.35637767953533,6.7522980074263,7.76760004388698,6.73165809159142,7.59471828643182,6.35654854998256,5.7395978733687,6.56039115196317,6.41016148926001,6.28422850673163,6.80757767688772,7.24537896065736,5.90343927621707,6.08125668841373,5.88843718706488
"LILRB4 - mRNA",8.10310462804952,6.49538306726,6.80403704108735,7.20900903533815,7.76016278748551,7.6519703152181,7.76061987837627,6.7184514825159,6.29334698918737,6.14487357434162,6.22720696268254,7.52124437919981,7.76268498721205,7.62102956354766,6.47202576740249,5.17771898576059,6.15865047529778,6.18113597559111,6.43855665312292,5.97358762832665,6.3719594572225,6.11598391159717,5.42917999183404,5.67949029679338
"STAB1 - mRNA",8.65199787406316,7.11687144400627,7.78525983405672,6.94597462950436,7.50718204631564,6.79670540819911,6.19583525959274,6.91109656045829,6.15418424151575,6.62486651546124,6.26197238084322,7.19931628431245,7.35784325503909,7.12863318156258,6.05169396845413,6.40011140709704,6.29735674612937,6.14977180468178,6.615434415207,6.2313853857943,5.1066148907015,5.28371135733524,5.17641392145407,5.34344109366137
"B3GNT5 - mRNA",7.47750014283102,6.98476790799892,7.62553614546522,7.0117766879001,7.79011600958714,7.53890765073146,7.33879321343479,7.25505096167566,6.59187047973979,6.58344658808126,6.40881376917249,7.1095196139618,6.9085358536755,7.23467481897291,5.35654854998256,5.87286440423217,6.73031615340548,7.34241688262417,6.54920071680691,7.03498817299079,6.17435949733734,5.35242410741925,5.64419288280489,6.04206037617809
"CD68 - mRNA",8.12957683941072,7.86103253957668,7.0440881289203,7.35378055955213,7.99689623188898,7.66639738585338,6.96842476348967,6.85451303209193,6.02032849478096,6.69136192724814,6.52786644081626,7.055580806851,7.37802113697672,6.90420161495253,5.42366274584109,5.78540156298183,5.83340964636958,6.36989761904628,7.38531463184594,6.27020463468483,6.36037148294729,5.62659907085825,5.79175007121875,5.95186256720651
"IRF8 - mRNA",8.27895446344894,6.49538306726,6.64649576410087,7.38958128097997,7.97097885751434,7.41622513095663,6.87140030909481,6.29811968356754,6.29334698918737,6.52630268097765,7.20057183617908,7.34133528918488,7.61748707167211,7.20018644258761,5.42366274584109,6.07080378184408,6.73919430475193,6.51234188406649,6.3744263157032,6.82506510361656,6.32503840983501,5.83304994832567,5.92560581795354,6.1808880808754
"FBLN5 - mRNA",8.15557204794366,6.83933746847736,7.02287164301061,7.19288936997487,6.79011600958714,6.82270061673205,6.34783835303779,7.24407984385465,7.38956230444668,6.66513038567496,6.13644149875936,6.89592414086252,7.25249025489286,6.43581469108076,5.24963334606604,5.80776937601028,6.59013849535722,6.87079585497896,5.86919100745278,7.09388186204436,5.51469962933858,5.57001554249188,6.36329205617758,6.08512909806997
"CD40 - mRNA",8.25510772149457,7.50918886678503,7.33837346873854,6.64789327657136,6.85767929339977,6.6003081953956,6.85880027231517,6.82536668643241,6.80459980372552,6.026229077843,6.19158305295182,6.9851914789596,6.98945584905907,6.49391764564433,6.28615922209116,6.44361304573362,6.77417044299491,6.16553912054009,5.73942313248245,5.65947903789859,4.89802826889009,5.59858469468865,5.90722728863868,5.92049839629717
"MYCT1 - mRNA",8.37058493891451,7.96486835056122,7.07533906290474,6.51157180535858,7.06789700079012,6.71578541281554,7.19583525959274,6.96554434448067,7.06957201380081,6.04669318040272,6.40881376917249,7.31861521268479,7.60041355831317,7.31207932265851,5.39049588190589,6.45782690495332,5.73031615340548,5.79172428398776,6.3634551978822,5.85941660840734,5.59599973144043,5.1356127183461,6.26568125955116,6.1808880808754
"EMCN - mRNA",7.84007022221573,7.83933746847736,6.7142403707367,6.87702727578687,6.65557388620831,6.96954200506132,7.70539035765588,7.23302465534566,6.94843557629917,6.81580929817263,6.20950496094908,7.13575115553498,6.41754950116336,7.15288072780926,5.84687417656564,6.41475818306144,5.9603217588518,5.96390525937044,6.42806427930528,6.15046539041073,5.21353009461802,5.83304994832567,6.22173791196356,5.77025576071656
"NLRP1 - mRNA",8.53804168476607,7.66530806870231,6.48521485706781,6.68294022367056,6.69832353366764,7.74326614923765,7.75383071271363,6.73421879837422,6.8727713063671,6.51165590501324,6.49901157814407,7.65421824446923,7.33737915247938,6.91841547417224,6.32178313182188,6.01422025347771,6.11838660508405,6.30018864723487,5.43855665312292,5.73542789113189,5.67296171325531,5.83304994832567,6.08125668841373,5.93626571215549
